Artist,Title,Label,Path,Chorus_Path
Britney Spears,Circus,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Circus - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Circus - Britney Spears.mp3.wav
Lady Gaga,LoveGame,1,/home/yamen/Projects/Technocolabs/sample_data/popular/LoveGame - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/LoveGame - Lady Gaga.mp3.wav
Katy Perry,Waking Up In Vegas,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Waking Up In Vegas - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Waking Up In Vegas - Katy Perry.mp3.wav
P!nk,Sober,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sober - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Sober - P!nk.mp3.wav
Britney Spears,Womanizer,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Womanizer - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Womanizer - Britney Spears.mp3.wav
T.I.,Whatever You Like,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Whatever You Like - T.I..mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Whatever You Like - T.I..mp3.wav
Ne-Yo,Mad,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Mad - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Mad - Ne-Yo.mp3.wav
Kanye West,Love Lockdown,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Love Lockdown - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Love Lockdown - Kanye West.mp3.wav
P!nk,So What,1,/home/yamen/Projects/Technocolabs/sample_data/popular/So What - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/So What - P!nk.mp3.wav
Beyonce,If I Were A Boy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/If I Were A Boy - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/If I Were A Boy - Beyonce.mp3.wav
The Pussycat Dolls,I Hate This Part,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I Hate This Part - The Pussycat Dolls.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/I Hate This Part - The Pussycat Dolls.mp3.wav
Nickelback,Gotta Be Somebody,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Gotta Be Somebody - Nickelback.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Gotta Be Somebody - Nickelback.mp3.wav
P!nk,Please Don't Leave Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Please Don't Leave Me - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Please Don't Leave Me - P!nk.mp3.wav
Coldplay,Viva La Vida,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Viva La Vida - Coldplay.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Viva La Vida - Coldplay.mp3.wav
Akon,Right Now (Na Na Na),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Right Now (Na Na Na) - Akon.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Right Now (Na Na Na) - Akon.mp3.wav
Jordin Sparks,Battlefield,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Battlefield - Jordin Sparks.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Battlefield - Jordin Sparks.mp3.wav
Ne-Yo,Miss Independent,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Miss Independent - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Miss Independent - Ne-Yo.mp3.wav
Daughtry,No Surprise,1,/home/yamen/Projects/Technocolabs/sample_data/popular/No Surprise - Daughtry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/No Surprise - Daughtry.mp3.wav
Nickelback,If Today Was Your Last Day,1,/home/yamen/Projects/Technocolabs/sample_data/popular/If Today Was Your Last Day - Nickelback.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/If Today Was Your Last Day - Nickelback.mp3.wav
Britney Spears,If U Seek Amy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/If U Seek Amy - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/If U Seek Amy - Britney Spears.mp3.wav
Taylor Swift,White Horse,1,/home/yamen/Projects/Technocolabs/sample_data/popular/White Horse - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/White Horse - Taylor Swift.mp3.wav
Rihanna,Disturbia,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Disturbia - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Disturbia - Rihanna.mp3.wav
Beyonce,Diva,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Diva - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Diva - Beyonce.mp3.wav
Justin Bieber,One Time,1,/home/yamen/Projects/Technocolabs/sample_data/popular/One Time - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/One Time - Justin Bieber.mp3.wav
The Fray,Never Say Never,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Never Say Never - The Fray.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Never Say Never - The Fray.mp3.wav
Leona Lewis,Bleeding Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Bleeding Love - Leona Lewis.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Bleeding Love - Leona Lewis.mp3.wav
Alicia Keys,No One,1,/home/yamen/Projects/Technocolabs/sample_data/popular/No One - Alicia Keys.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/No One - Alicia Keys.mp3.wav
Chris Brown,With You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/With You - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/With You - Chris Brown.mp3.wav
Chris Brown,Forever,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Forever - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Forever - Chris Brown.mp3.wav
Rihanna,Take A Bow,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Take A Bow - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Take A Bow - Rihanna.mp3.wav
Katy Perry,I Kissed A Girl,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I Kissed A Girl - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/I Kissed A Girl - Katy Perry.mp3.wav
Rihanna,Don't Stop The Music,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Don't Stop The Music - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Don't Stop The Music - Rihanna.mp3.wav
Ne-Yo,Closer,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Closer - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Closer - Ne-Yo.mp3.wav
Fergie,Clumsy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Clumsy - Fergie.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Clumsy - Fergie.mp3.wav
Jordin Sparks,Tattoo,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Tattoo - Jordin Sparks.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Tattoo - Jordin Sparks.mp3.wav
Miley Cyrus,See You Again,1,/home/yamen/Projects/Technocolabs/sample_data/popular/See You Again - Miley Cyrus.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/See You Again - Miley Cyrus.mp3.wav
Taylor Swift,Our Song,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Our Song - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Our Song - Taylor Swift.mp3.wav
Lil Wayne,A Milli,1,/home/yamen/Projects/Technocolabs/sample_data/popular/A Milli - Lil Wayne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/A Milli - Lil Wayne.mp3.wav
Alicia Keys,Like You'll Never See Me Again,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Like You'll Never See Me Again - Alicia Keys.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Like You'll Never See Me Again - Alicia Keys.mp3.wav
Taylor Swift,Teardrops On My Guitar,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Teardrops On My Guitar - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Teardrops On My Guitar - Taylor Swift.mp3.wav
The Pussycat Dolls,When I Grow Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/When I Grow Up - The Pussycat Dolls.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/When I Grow Up - The Pussycat Dolls.mp3.wav
Leona Lewis,Better In Time,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Better In Time - Leona Lewis.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Better In Time - Leona Lewis.mp3.wav
Jordin Sparks,One Step At A Time,1,/home/yamen/Projects/Technocolabs/sample_data/popular/One Step At A Time - Jordin Sparks.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/One Step At A Time - Jordin Sparks.mp3.wav
Jonas Brothers,Burnin' Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Burnin' Up - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Burnin' Up - Jonas Brothers.mp3.wav
Fergie,Big Girls Don't Cry,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Big Girls Don't Cry - Fergie.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Big Girls Don't Cry - Fergie.mp3.wav
Mary J. Blige,Just Fine,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Just Fine - Mary J. Blige.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Just Fine - Mary J. Blige.mp3.wav
Britney Spears,Piece Of Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Piece Of Me - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Piece Of Me - Britney Spears.mp3.wav
Miley Cyrus,7 Things,1,/home/yamen/Projects/Technocolabs/sample_data/popular/7 Things - Miley Cyrus.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/7 Things - Miley Cyrus.mp3.wav
Daughtry,Feels Like Tonight,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Feels Like Tonight - Daughtry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Feels Like Tonight - Daughtry.mp3.wav
Beyonce,Irreplaceable,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Irreplaceable - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Irreplaceable - Beyonce.mp3.wav
Carrie Underwood,Before He Cheats,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Before He Cheats - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Before He Cheats - Carrie Underwood.mp3.wav
Akon,Don't Matter,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Don't Matter - Akon.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Don't Matter - Akon.mp3.wav
Avril Lavigne,Girlfriend,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Girlfriend - Avril Lavigne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Girlfriend - Avril Lavigne.mp3.wav
Maroon 5,Makes Me Wonder,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Makes Me Wonder - Maroon 5.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Makes Me Wonder - Maroon 5.mp3.wav
Daughtry,It's Not Over,1,/home/yamen/Projects/Technocolabs/sample_data/popular/It's Not Over - Daughtry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/It's Not Over - Daughtry.mp3.wav
Fergie,Fergalicious,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Fergalicious - Fergie.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Fergalicious - Fergie.mp3.wav
Justin Timberlake,What Goes Around...Comes Around,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What Goes Around...Comes Around - Justin Timberlake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/What Goes Around...Comes Around - Justin Timberlake.mp3.wav
The Fray,How To Save A Life,1,/home/yamen/Projects/Technocolabs/sample_data/popular/How To Save A Life - The Fray.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/How To Save A Life - The Fray.mp3.wav
Daughtry,Home,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Home - Daughtry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Home - Daughtry.mp3.wav
Kanye West,Stronger,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Stronger - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Stronger - Kanye West.mp3.wav
P!nk,U + Ur Hand,1,/home/yamen/Projects/Technocolabs/sample_data/popular/U + Ur Hand - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/U + Ur Hand - P!nk.mp3.wav
Nickelback,Rockstar,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rockstar - Nickelback.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Rockstar - Nickelback.mp3.wav
Justin Timberlake,Summer Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Summer Love - Justin Timberlake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Summer Love - Justin Timberlake.mp3.wav
Nickelback,If Everyone Cared,1,/home/yamen/Projects/Technocolabs/sample_data/popular/If Everyone Cared - Nickelback.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/If Everyone Cared - Nickelback.mp3.wav
Ne-Yo,Because Of You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Because Of You - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Because Of You - Ne-Yo.mp3.wav
Justin Timberlake,SexyBack,1,/home/yamen/Projects/Technocolabs/sample_data/popular/SexyBack - Justin Timberlake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/SexyBack - Justin Timberlake.mp3.wav
Avril Lavigne,Keep Holding On,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Keep Holding On - Avril Lavigne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Keep Holding On - Avril Lavigne.mp3.wav
P!nk,Who Knew,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Who Knew - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Who Knew - P!nk.mp3.wav
T.I.,Big Things Poppin' (Do It),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Big Things Poppin' (Do It) - T.I..mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Big Things Poppin' (Do It) - T.I..mp3.wav
Gwen Stefani,Wind It Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Wind It Up - Gwen Stefani.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Wind It Up - Gwen Stefani.mp3.wav
Rihanna,Shut Up And Drive,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Shut Up And Drive - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Shut Up And Drive - Rihanna.mp3.wav
Nickelback,Far Away,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Far Away - Nickelback.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Far Away - Nickelback.mp3.wav
Justin Timberlake,LoveStoned,1,/home/yamen/Projects/Technocolabs/sample_data/popular/LoveStoned - Justin Timberlake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/LoveStoned - Justin Timberlake.mp3.wav
Sean Paul,Temperature,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Temperature - Sean Paul.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Temperature - Sean Paul.mp3.wav
Mary J. Blige,Be Without You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Be Without You - Mary J. Blige.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Be Without You - Mary J. Blige.mp3.wav
The Fray,Over My Head (Cable Car),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Over My Head (Cable Car) - The Fray.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Over My Head (Cable Car) - The Fray.mp3.wav
Chris Brown,Run It!,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Run It! - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Run It! - Chris Brown.mp3.wav
Ne-Yo,So Sick,1,/home/yamen/Projects/Technocolabs/sample_data/popular/So Sick - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/So Sick - Ne-Yo.mp3.wav
Rihanna,SOS,1,/home/yamen/Projects/Technocolabs/sample_data/popular/SOS - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/SOS - Rihanna.mp3.wav
Fergie,London Bridge,1,/home/yamen/Projects/Technocolabs/sample_data/popular/London Bridge - Fergie.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/London Bridge - Fergie.mp3.wav
Rascal Flatts,What Hurts The Most,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What Hurts The Most - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/What Hurts The Most - Rascal Flatts.mp3.wav
